textID,text,selected_text,sentiment,Time of Tweet,Age of User,Country,Population -2020,Land Area (Km²),Density (P/Km²)
3c6ad9eefa,"didnt krystal spent night last night .. dnt think posted . ya , laughed lot . squirrel ! & house ! new inside jokes .",laughed,positive,noon,21-30,Belgium,11589623,30280.0,383
b74a9b6a6b,want wish happy mother ` day two favorite moms world : mom course sister ! ! ! happy mom ` day two !,HAPPY MOM`S DAY TO YOU TWO!,positive,night,31-45,Belize,397628,22810.0,17
e0e7017bfd,"shocked & , ! puts things whole new , empowering , light ... ` * * * * ?",shocked,negative,morning,46-60,Benin,12123200,112760.0,108
823b35a871,youre supposed ...,youre not supposed to...,neutral,noon,60-70,Bhutan,771608,38100.0,20
91c8163fc4,gooooodnight fully gave english . pride prejudice . love movie hate book ; ),gooooodnight  i fully gave up on my english. pride and prejudice. love the movie HATE the book ;),neutral,night,70-100,Bolivia,11673021,1083300.0,11
0cf158558f,awesome ! everyone go see . stupid theatre ` show pixar short film .,UP was awesome! Everyone should go see it.  But the stupid theatre didn`t show the Pixar short film.,neutral,morning,0-20,Bosnia and Herzegovina,3280819,51000.0,64
3fde8e7e99,"egg whites , 7 grain toast . yup !","and egg whites, with 7 grain toast. YUP!",neutral,noon,21-30,Botswana,2351627,566730.0,4
aa9601bae1,time turn phone get full nights sleep,Time to turn the phone off and get a full nights sleep,neutral,night,31-45,Brazil,212559417,8358140.0,25
efb2f7765a,truly praise god mom-the greatest mother world happy mother ` day mothers reading . enjoy day !,greatest,positive,morning,46-60,Brunei,437479,5270.0,83
1aa94554be,im glad dont go ...,im glad,positive,noon,60-70,Bulgaria,6948445,108560.0,64
0083b949d7,"_fred6 awww ... : / guess ` good bad , moving option guess ? mhm , , hehe ; ) ( time ? )","_fred6 Awww... :/ I guess that`s both good and bad, moving is not an option I guess?  Mhm, so are you, hehe ;) (we have same time?)",neutral,night,70-100,Burkina Faso,20903273,273600.0,76
ae5d6085dc,"enjoying pathetic tiny music collection , rearranging room . still little tired shortening grass , one frog","Enjoying my pathetic tiny music collection, while rearranging my room. Still a little tired from shortening the grass, and that one frog",neutral,morning,0-20,Burundi,11890784,25680.0,463
9a7c0c2e25,love daddy . dad ` appreciated daughters days ... mine .,love,positive,noon,21-30,Côte d'Ivoire,26378274,318000.0,83
7b01575526,", im people pleaser","no, im a people pleaser",neutral,night,31-45,Cabo Verde,555987,4030.0,138
6b8e729a02,"good eatin . hey , follow son . `",Good eatin,positive,morning,46-60,Cambodia,16718965,176520.0,95
e97e56c3d4,"` hearing lots good things new trek movie . ` see dad , ' fellow treky ' , would like see",lots of good things,positive,noon,60-70,Cameroon,26545863,472710.0,56
e6d8f20e29,lol ! ` know ! dont need plant ! ` give hug instead ! hugs !,hug,positive,night,70-100,Canada,37742154,9093510.0,4
1274c501a6,wish could ... ` @ work ` ...,wish,positive,morning,0-20,Central African Republic,4829767,622980.0,8
393c3d5c7a,"? polly scattergood ` new single today ! download please ` touch ep itunes , ` ace ! http : //tr.im/kpk8",it`s ace!,positive,noon,21-30,Chad,16425864,1259200.0,13
0f316f04da,"jonas demi , miss / niiick , soul , asasgdygyasdgy ?",I miss you,negative,night,31-45,Chile,19116201,743532.0,26
29b8101827,tell pete looks sexy beard .,sexy,positive,morning,46-60,China,1439323776,9388211.0,153
c4948d575c,yay new computer fiddle,yay new computer to fiddle about with,neutral,noon,60-70,Colombia,50882891,1109500.0,46
580b62bbfc,double cheeseburger fries golden arches .... sicker dog tomorrow .,.I will be sicker,negative,night,70-100,Comoros,869601,1861.0,467
023a512e52,hahha ` drugs though,hahha I don`t do drugs though,neutral,morning,0-20,Congo (Congo-Brazzaville),5518087,342000.0,16
72f147c47c,happy mother ` day mom `,happy mother`s day to all your mom`s,positive,noon,21-30,Costa Rica,5094118,51060.0,100
ced4773caa,manchester wayyyyy busy ! warm today also ! : ` (,Manchester was wayyyyy to busy!  so warm today also!,negative,night,31-45,Croatia,4105267,55960.0,73
66d69c9b5d,thinks 'not girlfriend ' needs douchebag right ... ` mood feel neglected,i`m not in the mood to feel neglected,negative,morning,46-60,Cuba,11326616,106440.0,106
3df92745c3,baby man 4 years old week today ` growing fast .....,my baby man is 4 years old a week today  he`s growing up too fast.....,neutral,noon,60-70,Cyprus,1207359,9240.0,131
ba7d9b4909,oh said perez,oh that was said perez,neutral,night,70-100,Czechia (Czech Republic),10708981,77240.0,139
997d940897,"windows 7 users tips make default install take 15gb ? ? knew would big , srsly ...","Any Windows 7 users out there have any tips on how to make the default install NOT take up 15GB??  I knew it would be big, but srsly...",neutral,morning,0-20,Democratic Republic of the Congo,89561403,2267050.0,40
d3cbef0a68,know think ` like dieing !,I know  I think I`m like dieing!,negative,noon,21-30,Denmark,5792202,42430.0,137
9010b2c570,"need remember data customer entered previous pages use back button . , many `","You need to remember the data the customer has entered on previous pages when they use the back button. So, so many don`t do this",neutral,night,31-45,Djibouti,988000,23180.0,43
3a74ce7c9e,back sql . finals tomorrow ... new video today,back from sql. finals tomorrow...new video today,neutral,morning,46-60,Dominica,71986,750.0,96
6f71071716,"beautiful , albeit , windy times , night ....","beautiful,a",positive,noon,60-70,Dominican Republic,10847910,48300.0,225
b1614bcb24,"justin timberlake , easily become reiki master ? http : //tinyurl.com/reiki88","Justin Timberlake, How You can easily become a reiki master?  at http://tinyurl.com/reiki88",neutral,night,70-100,Ecuador,17643054,248360.0,71
97fa649dcd,going ` * * * * anymore : ` (,****,negative,morning,0-20,Egypt,102334404,995450.0,103
74dd5b893f,_ ` bed sick atm-been sick since yesterday hru hun ?,sick,negative,noon,21-30,El Salvador,6486205,20720.0,313
d30a986a62,` * * * * concentrate * * * * heat ! cooler ` job .,****,negative,night,31-45,Equatorial Guinea,1402985,28050.0,50
ccd8e4b36c,_m make one something charger ?,_M Make one with something about the Charger?,neutral,morning,46-60,Eritrea,3546421,101000.0,35
45ce5a239e,workout stunk ... headphones .,workout stunk...no headphones.,neutral,noon,60-70,Estonia,1326535,42390.0,31
90c2305bd6,ur funny gnight,funny,positive,night,70-100,"Eswatini (fmr. ""Swaziland"")",1160164,17200.0,67
0a0e9b1035,anyone know move google chrome passwords firefox ?,does anyone know how to move google chrome passwords to firefox?,neutral,morning,0-20,Ethiopia,114963588,1000000.0,115
4a4ccdabd6,lunch w/ jason ` deli ... stepped dog poo,Just had lunch w/  at Jason`s Deli... then stepped in dog poo,neutral,noon,21-30,Fiji,896445,18270.0,49
fbc82b5f59,probably ... !,probably...why not!,neutral,night,31-45,Finland,5540720,304000.0,18
7e7865e635,grove ` drag hell. ` hope ` suck .,I hope that it doesn`t suck.,positive,morning,46-60,France,65273511,547557.0,119
045c7ae19f,nice dinner hubby way home 45 min drive city . * sigh *,nice,positive,noon,60-70,Gabon,2225734,257670.0,9
b269c57eb2,poor lived germany favourite cheap saturday . one 20min away .,when we were poor and lived in Germany it was our favourite cheap Saturday. Now we have one 20min away.,positive,night,70-100,Gambia,2416668,10120.0,239
b15b4b550b,"years ago , brother saw bruce walking sidewalk sanibel . used live pine . great place",Great place,positive,morning,0-20,Georgia,3989167,69490.0,57
e78c1ad3f5,work ... 10:30 .... lammmeeee,lammmeeee,negative,noon,21-30,Germany,83783942,348560.0,240
773c973fb5,thats golf buggy lol ` australia zoo buggy staff use get around give certain patrons life,Thats Not a Golf Buggy LOL it`s a Australia Zoo Buggy The staff use it to get around and give certain patrons a life,neutral,night,31-45,Ghana,31072940,227540.0,137
e25aff6abb,11:10pm saturday ... know means ! bedtime !,11:10pm on a Saturday... you know what that means! BEDTIME!,neutral,morning,46-60,Greece,10423054,128900.0,81
fc7e0cb9eb,"figures quoted wildly optimistic , stuff science fiction . bit disapointed ciber sabip",A bit disapointed in CIBER and SABIP,negative,noon,60-70,Grenada,112523,340.0,331
fead96f70c,seeing koreans buisnesses failing .,all my koreans buisnesses failing.,negative,night,70-100,Guatemala,17915568,107160.0,167
05303e25ca,` glad ` fun babe,I`m glad,positive,morning,0-20,Guinea,13132795,246000.0,53
865e24d954,thank/ u guys much helping followers thing ! im probably gon na win cause dont 100 followers yet !,thank/,positive,noon,21-30,Guinea-Bissau,1968001,28120.0,70
7fa3a64152,got reconnect dear friends tonight . lucky many great people life . blessed,I am so lucky to have so many great people in my life.  I am blessed,positive,night,31-45,Guyana,786552,196850.0,4
1ea2a33153,talking vincent miss baadly .,Miss him so baadly.,negative,morning,46-60,Haiti,11402528,27560.0,414
007f88a905,getting kids ready school deciding workout du jour,is getting the kids ready for school before deciding the workout du jour,neutral,noon,60-70,Holy See,801,0.0,2003
de5d0dec2b,worried sam wants know okay !,worried,negative,night,70-100,Honduras,9904607,111890.0,89
b966ee83d5,"day .... ` sick little tierd ... bit much drink , fun !","I`m not sick but a little tierd...a bit to much to drink, but I had fun!",neutral,morning,0-20,Hungary,9660351,90530.0,107
98daed54c8,ok. happy hear feeling fine,OK. Happy to hear that you are feeling fine,positive,noon,21-30,Iceland,341243,100250.0,3
4dcf30f88a,_harris way two ! ten hours real-ale takes,There were way more than two! Ten hours of real-ale takes it out of you,neutral,night,31-45,India,1380004385,2973190.0,464
b345cd08df,ugh ... hangover . sign ` getting old,ugh... hangover. sign that i`m getting old,negative,morning,46-60,Indonesia,273523615,1811570.0,151
d533068baa,"btw : offend , yeah ? - rockstars . pretty ok .",rockstars.,positive,noon,60-70,Iran,83992949,1630000.0,52
0b704e3a6e,hey cool : http : //oproer.com/twwwitter/,Hey cool:,neutral,night,70-100,Iraq,40222493,434320.0,93
c6cd5be87e,hit hay . ( came ? ) goodnight world inhabit,goodnight world,positive,morning,0-20,Ireland,4937786,68890.0,72
4399bd8174,happy nurses week ! ` first one rn `,Happy,positive,noon,21-30,Israel,8655535,21640.0,400
f631826b87,still hating whole twitter replies thing . feel like ` missing bits . # fixreplies,hating,negative,night,31-45,Italy,60461826,294140.0,206
0d2d2e4e93,american trade journalists ask prs ` ` almost 100 % time ; uk journalists ? erm ... much come ?,American trade journalists ask PRs `how are you` almost 100% of the time; UK journalists? Erm...not so much   How come?,neutral,morning,46-60,Jamaica,2961167,10830.0,273
14a98e2f09,"know ! running though , soph get massive one ...",a massive,positive,noon,60-70,Japan,126476461,364555.0,347
13faba9a16,5-4-09 think ill tonight,5-4-09 what do you think ill be doing tonight,neutral,night,70-100,Jordan,10203134,88780.0,115
d1d317ef0e,sick constant bad dreams grr,sick of having constant bad dreams  grr,negative,morning,0-20,Kazakhstan,18776707,2699700.0,7
d5aa5d8309,need people shoot work new post processing technique .. need show pp people want !,I need people to shoot so I can work on my new post processing technique.. but I need to show off the PP before people will want to!,neutral,noon,21-30,Kenya,53771296,569140.0,94
aa680a5580,nice ! got indexed want unload ? need .,NICE!,positive,night,31-45,Kiribati,119449,810.0,147
db66ea6a28,stupid msn wont let onnnn,Stupid,negative,morning,46-60,Kuwait,4270571,17820.0,240
2d491261d3,haha ` great . slept horribly last night .,haha it`s great. but i slept horribly last night.,neutral,noon,60-70,Kyrgyzstan,6524195,191800.0,34
758072a936,mom gets paid ...,if mom gets paid...,neutral,night,70-100,Laos,7275560,230800.0,32
caca25b354,hydro drive abandoned three miles,Hydro drive abandoned after three miles,neutral,morning,0-20,Latvia,1886198,62200.0,30
2131fe85df,"weekend , . ` think ` making michigan wonder years .","What to do this weekend, what to do. Don`t think I`ll be making it to Michigan for The Wonder Years.",neutral,noon,21-30,Lebanon,6825445,10230.0,667
91e85bf6fe,` birthday today running mile tomorrow ughh . choir concert,It`s my birthday today  Running the mile tomorrow ughh. But then choir concert,neutral,night,31-45,Lesotho,2142249,30360.0,71
d5e73415fa,directing theatre play,directing a theatre play,neutral,morning,46-60,Liberia,5057681,96320.0,53
aac25880dd,"http : //79.170.44.101/buma.ro/ temporary address working either , m8 . must done something domain","temporary address not working either, m8. They must have done something to the domain",neutral,noon,60-70,Libya,6871292,1759540.0,4
3c103461ba,"went see priscilla ahn last night , amazin ! bands actually",was amazin!,positive,night,70-100,Liechtenstein,38128,160.0,238
9dea561ebe,hear .. pisses haha,pisses,negative,morning,0-20,Lithuania,2722289,62700.0,43
9937fa651b,flew home london ni catch family caption show ... everyone went bed early left ! !,Flew home from London to NI to catch up with the family and caption a show ... Everyone went to bed early and left me!!,neutral,noon,21-30,Luxembourg,625978,2590.0,242
1f8667cb8a,big sis moved 2day gna b weird without ! x,big sis moved out 2day  its gna b weird without her! X,negative,night,31-45,Madagascar,27691018,581795.0,48
bf11629f0a,"specifically , like http : //i36.tinypic.com/mwz6uo.jpg ( also adore outfit http : //tinyurl.com/q63obq yum )","specifically, like these  http://i36.tinypic.com/mwz6uo.jpg (also i adore this outfit http://tinyurl.com/q63obq yum)",neutral,morning,46-60,Malawi,19129952,94280.0,203
e35f070408,lovely,that is so lovely,positive,noon,60-70,Malaysia,32365999,328550.0,99
4ffb09c454,"_hall gutted ` . lmao . think ` obsessed , bahaha .","hall no  i was gutted when he wasn`t. lmao. i think i`m obsessed with him, bahaha.",positive,night,70-100,Maldives,540544,300.0,1802
d133feef6c,working . ` wait till 4:30. funeral monday .,Funeral,negative,morning,0-20,Mali,20250833,1220190.0,17
6515dae75e,djing prom ! ` free ... prob gon na dj ` stuck 80 ` boooooo,I should be DJing my prom! I`d do it for free...there prob gonna have a dj who`s stuck in the 80`s  boooooo,neutral,noon,21-30,Malta,441543,320.0,1380
9664cb7255,ree-heally hoping rain stops time get metro courthouse . ` bring umbrella today .,ree-heally hoping the rain stops,positive,night,31-45,Marshall Islands,59190,180.0,329
aadad95bae,", rus !","You too, Rus!",neutral,morning,46-60,Mauritania,4649658,1030700.0,5
7a3ba8fe4c,"thought mention ` need enable growl tweetie make plugin work , avoid duped notifications","Thought you should mention that you don`t need to enable Growl in Tweetie to make your plugin work, and to avoid duped notifications",neutral,noon,60-70,Mauritius,1271768,2030.0,626
e7732b76e6,getting nerves . cant change pic,This is getting on my nerves.,negative,night,70-100,Mexico,128932753,1943950.0,66
e97f62830d,"11.40 . ` wan na wake . shoo , roommate , shoo .","11.40 AM. I don`t wanna wake up. Shoo, roommate, shoo.",neutral,morning,0-20,Micronesia,115023,700.0,164
d5233b3fc4,` good .,good.,positive,noon,21-30,Moldova,4033963,32850.0,123
