score,Text,Actual_Score,GPT 3.5 Score,GPT 4.0 Score,Llama 7B Score
neutral,"north-rhine westphalia - issue benchmark , 5 year fixed rate deal euros .",3,3.0,3.0,5.0
neutral,details provided .,3,3.0,3.0,5.0
neutral,"pa ) , jpmorgan chase co ( nyse : jpm ) pohjoa bank joint lead-managers senior , unsecured deal .",3,1.0,3.0,5.0
neutral,panostaja disclose purchase price .,3,2.0,3.0,5.0
neutral,pharmaceutical market belgium global research & data services published recently market analysis pharmaceutical markets belgium .,3,3.0,3.0,5.0
neutral,pharmaceutical market poland global research & data services published recently market analysis pharmaceutical markets poland .,3,3.0,3.0,5.0
neutral,philips available comment report .,3,3.0,3.0,5.0
neutral,pohjola cooperative banks continued combine branch office network .,3,3.0,3.0,4.0
neutral,ponsse divide sales maintenance service network six geographical areas .,3,3.0,3.0,3.0
neutral,"poyry plccompany announcement 10 december 2010 4.10 p.m. pursuant poyry plc 's stock option program 2004 , 63 792 new shares company subscribed since 27 october 2010 stock options 2004b .",3,2.0,3.0,4.0
neutral,"presentation materials posted company 's website : www.seahawkdrilling.com `` investor relations `` section , `` webcast & presentations `` tab .",3,4.0,3.0,5.0
neutral,"previously , grimaldi held 46.43 pct stake finnish company following takeover bid launched november 2006 .",3,2.0,3.0,4.0
neutral,"price talk mid-market swaps plus 105 bps area leads barclays , bnpp , ubs cba .",3,2.0,3.0,3.0
neutral,"prior transaction , whose financial terms disclosed , alma media owned 40 % kotikokki net .",3,2.0,3.0,4.0
neutral,"products include consumer electronics devices mobile phones accessories , set-top boxes , flat panel tvs well system solutions products infrastructure systems , modules industrial segment products .",3,3.0,3.0,4.0
neutral,"proha plc ( euronext :7327 ) announced today ( 19 may ) fully-owned subsidiary , safran software solutions , agreed sell 49 % share safran north america llc sna holding , investment group based norway .",3,3.0,3.0,4.0
neutral,"proline plus available adjustable single multichannel models fixed volume single-channel models , volume ranges 0.1 micro litres 10 ml .",3,3.0,3.0,5.0
neutral,"protalix closed $ 10.71 friday american stock exchange , giving market cap $ 827 million .",3,3.0,3.0,5.0
neutral,protalix developing genetically engineered proteins plant cells .,3,3.0,3.0,5.0
neutral,"purchase 12mp snapper , nothing else .",3,2.0,3.0,5.0
neutral,r & loan ) .,3,1.0,3.0,5.0
neutral,radiation today full service house expert radiation nuclear safety issues .,3,2.0,3.0,5.0
neutral,raisio site main production plants well company headquarters .,3,3.0,3.0,5.0
neutral,rapala vmc corporation ( rapala ) finland-based company engaged manufacture distribution fishing equipment accessories .,3,3.0,3.0,5.0
neutral,"rautalinko resposnible also mobility services , job division continued marek hintze .",3,2.0,3.0,4.0
neutral,recently company decided build second identical plant site due commissioned toward end 2008 .,3,3.0,3.0,5.0
neutral,"retail chain suomen l+ñhikauppa given index 5.8 , airline sas 5.8 , teliasonera 's broadband 6.1 , german retail chain lidl 6.1 , tele finland 's mobile subscriptions 6.1 , tallink shipping line 6.3 , power company helsinki energy 6.3 .",3,5.0,3.0,5.0
neutral,"risto jalo , chief executive dormus print also owner remainder company , keep position acquisition .",3,2.0,3.0,5.0
neutral,rl-nordic part raiffeisen-banking-group austria subsidiary raiffeisen-leasing gmbh austria .,3,2.0,3.0,5.0
neutral,"rockwell collins provider flight deck , cabin information management solutions business aircraft operators .",3,3.0,3.0,5.0
neutral,"business sectors building construction , infrastructure construction technical building services .",3,3.0,3.0,4.0
neutral,salcomp manufacturing oy pay eur 35 million cash salcomp connection implementation sale transfer business .,3,2.0,3.0,5.0
neutral,"sampo housing loan bank , unit finland 's sampo bank , priced eur1bn ( usd1 .3 bn ) bond 99.889 % , reuters reported .",3,2.0,3.0,5.0
neutral,sampo plc jarmo salonen head investor relations group communications tel . +358 10 516 0030 distribution : nasdaq omx helsinki principal media financial supervisory authority www.sampo.com announcement distributed thomson reuters behalf thomson reuters clients .,3,2.0,3.0,4.0
neutral,"san francisco ( marketwatch ) -- nokia corp , world 's largest cell-phone maker , using consumer electronics show las vegas introduce high-end , thin folding phone , according media report monday .",3,4.0,3.0,4.0
neutral,sanoma magazines international invite shareholders holding approximately 15 % shares sell shares .,3,1.0,3.0,5.0
neutral,scanfil plc global contract manufacturer systems supplier communication industrial electronics .,3,3.0,3.0,5.0
neutral,"schwalm ( ) outotec.com eila paatela , vice president - corporate communications tel . +358 20 529 2004 , mobile +358 400 817198 e-mail eila .",3,1.0,3.0,5.0
neutral,"sdm offers general rental equipment , aluminium scaffolding , power generator hoists customers construction sector .",3,3.0,3.0,4.0
neutral,"seventy-three also extensive training products built latest archestra technologies , wonderware system platform .",3,3.0,3.0,5.0
neutral,"far known , sell shares owns personally .",3,1.0,3.0,5.0
neutral,solidium holds 5.0 per cent shares solidium oy acquired 5.0 per cent shares tieto corporation approximately eur 58 million .,3,3.0,3.0,3.0
neutral,"3.8 mln euro ( $ 5.2 mln ) base acquisition price paid cash rest subscription offering total 850,000 new ixonos shares .",3,3.0,3.0,4.0
neutral,"sponda property investment company , specialising commercial properties largest cities finland russia .",3,3.0,3.0,5.0
positive,"st. petersburg , oct 14 ( prime-tass ) -- finnish tire producer nokian tyres plans invest 50 million euros expansion tire plant city vsevolozhsk russia 's leningrad region 2011 , company 's president kim gran told reporters thursday .",5,4.0,3.0,5.0
neutral,stichting pensioenfonds abp : 4 118 122 shares representing 5.19 % share capital voting rights .,3,3.0,3.0,5.0
neutral,"stockholm , 3 march 2011 cybercom cybercom group high-tech consultancy offers global sourcing end-to-end solutions .",3,3.0,3.0,5.0
positive,"stockmann swedish sector company ab lindex entered agreement september 30 , 2007 , whereby stockmann , wholly-owned subsidiary , make public tender offer lindex 's issued shares .",5,3.0,3.0,5.0
neutral,"stora enso also meetings labor authorities , employment economic development centres representatives government order find solutions .",3,3.0,3.0,4.0
neutral,"subscribers china unicom , nation 's second largest mobile phone operator china mobile , expected release pictures , videos blog internet via mobile phones march 2008 .",3,3.0,3.0,5.0
neutral,sunrise resources operates russian near-shore development markets wholly-owned russian subsidiary 80 % personnel russia .,3,2.0,3.0,4.0
neutral,talvivaara mining company plc talvivaara mining company internationally significant base metals producer primary focus nickel zinc using technology known bioheapleaching extract metals ore .,3,3.0,3.0,5.0
neutral,"tampere science parks finnish company owns , leases builds office properties specialises facilities technology-oriented businesses .",3,3.0,3.0,4.0
neutral,"target company : tieto corporation , business identity code : 0101138-5 date change holding : 22 january 2010 portion shares votes : current group holding op-pohjola group central cooperative ( opk ) 2982 587 shares , represents 4.14 % shares voting rights .",3,2.0,3.0,5.0
neutral,technopolis approximately 130 customer companies jyvaskyla .,3,2.0,3.0,5.0
neutral,"tecnomen , headquartered espoo , finland , develops messaging charging solutions telecomms operators service providers worldwide .",3,3.0,3.0,5.0
neutral,"tecnomen 's solution used prepaid post-paid billing , charging rating voice video calls , data traffic kind content services mobile fixed networks .",3,3.0,3.0,5.0
neutral,"tecnomen 's system features new range value-added services prepaid post-paid billing , charging rating voice calls , data traffic , kind content services mobile fixed networks .",3,3.0,3.0,4.0
positive,teliasonera said $ 100 million invested next year region bring mobile coverage 90 % nepal population .,5,4.0,4.0,5.0
neutral,"teollisuuden voima oyj , finnish utility known tvo , said shortlisted mitsubishi heavy eu-apwr model along reactors areva , toshiba corp. , ge hitachi nuclear energy korea hydro & nuclear power co. .",3,3.0,3.0,3.0
neutral,terms acquisition disclosed .,3,2.0,3.0,5.0
neutral,terms disclosed .,3,2.0,3.0,5.0
neutral,"19,200-square metre technology center located near university tampere central tampere .",3,3.0,3.0,5.0
neutral,"5,000 megawatt wind farm planned raahe would built offshore front ruukki 's raahe works .",3,4.0,3.0,5.0
neutral,"acquired plant annual capacity 300,000 tonnes production sold domestic customers .",3,3.0,3.0,5.0
neutral,acquisition expected take place end august 2007 .,3,3.0,3.0,5.0
neutral,"acquisition financed $ 2.56 billion debt arranged goldman , sachs & co. .",3,2.0,3.0,5.0
neutral,"airline targeting travel agents , tour operators travel management companies raise awareness first targeting consumers , added .",3,3.0,3.0,4.0
neutral,"annual report contains financial statements , consolidated financial statements , report board directors auditor 's report .",3,3.0,3.0,5.0
neutral,"annual report sent automatically shareholders holding least 2,000 sampo plc shares .",3,2.0,3.0,5.0
neutral,"apple inc. iphone wo n't change game plan verizon communications inc. , chief executive ivan seidenberg said wednesday .",3,2.0,3.0,4.0
neutral,"approximately 20,000 dwt vessel ordered india .",3,3.0,3.0,5.0
neutral,arrangements apply group 's units outside finland .,3,2.0,3.0,5.0
neutral,"bank tokyo-mitsubishi ufj , ltd acted agent loan .",3,2.0,3.0,5.0
neutral,bank vtb24 provides mortgage loans buy apartments complex 11-13 % per annum rubles .,3,3.0,3.0,5.0
neutral,"biggest sellers chain 's supermarkets finland organic pirkka tomatoes , carrots , eggs , meat products .",3,4.0,3.0,5.0
neutral,bond value eur150m maturity 4 years .,3,2.0,3.0,5.0
neutral,bridge built south existing bridge spanning strait .,3,3.0,3.0,3.0
neutral,"building house , example , respecta oy 's jyvaskyla premises , well companies announced later , says samuel koivisto , director technopolis operations jyvaskyla .",3,2.0,3.0,4.0
neutral,"business units investlesprom group cover full forest industry chain , group owns forests , sawmills , paper pulp mills , processing plants .",3,4.0,3.0,5.0
neutral,"businesses divested offer dairy , edible fats , ready-meal ice-cream packaging multinational local customers .",3,2.0,3.0,3.0
neutral,"casing comprises first side casing member provided first side vat segment second side casing member provided second side vat segment , least first side casing member pivotable rotation axis .",3,2.0,3.0,4.0
neutral,"changes take effect 1 january 2010 , estimated impact number employees .",3,2.0,3.0,5.0
neutral,"city invite , however , public procurement tender tailor-made public furniture , park benches , litter receptacles , public toilets , well bus shelters , street lights , .",3,3.0,3.0,4.0
neutral,combined value orders almost eur 3mn .,3,4.0,3.0,4.0
neutral,combined value orders eur 45mn .,3,3.0,3.0,5.0
neutral,combined value planned investments eur 30mn .,3,3.0,3.0,5.0
neutral,company also said sell approximately 150 hectares land city valkeakoski end year part `` job job `` program .,3,2.0,3.0,4.0
neutral,"company give palm oil altogether , however .",3,2.0,3.0,3.0
neutral,company disclose price acquisition .,3,2.0,3.0,4.0
neutral,company distributes hiab 's products well products .,3,3.0,3.0,4.0
neutral,company present hold shares .,3,2.0,3.0,5.0
neutral,company disclose sum applied .,3,2.0,3.0,1.0
neutral,company expects meat purchases remain 8mn kilos 2011 .,3,2.0,3.0,2.0
neutral,company expects open first online shop us summer 2011 .,3,3.0,3.0,5.0
neutral,"company decided stop operations ruukki construction division latvia lithuania , concentrate production logistics parnu , estonia 2009 .",3,1.0,3.0,3.0
neutral,"company headquartered sievi , finland , listed nordic exchange helsinki .",3,3.0,3.0,5.0
neutral,company may time possession one tenth shares maximum .,3,2.0,3.0,4.0
neutral,company operates power plants tyumen chelyabinsk regions khanty-mansi autonomous district .,3,3.0,3.0,3.0
neutral,"company operates worldwide employs total approximately 47,000 persons .",3,3.0,3.0,3.0
neutral,company reiterates outlook 2009 .,3,3.0,3.0,5.0
neutral,"company 's board directors propose dividend eur 0.95 per share 2008 annual general meeting , scheduled held march 23 , 2009 .",3,4.0,4.0,5.0
neutral,company 's board directors would propose dividend eur0 .15 per share 2005 .,3,3.0,3.0,4.0
neutral,company 's board directors would propose dividend eur1 .00 per share 2005 .,3,3.0,3.0,5.0
neutral,company 's equipment rental portfolio consists primarily tools small mid-sized customers construction industry .,3,3.0,3.0,3.0
neutral,company 's model based developer contracting construction projects customer focused project management .,3,3.0,3.0,5.0
neutral,company said results third quarter include non-recurring items .,3,2.0,3.0,5.0
neutral,company says measures longer needed .,3,2.0,3.0,1.0
